train_no,train_name,type_code
52230,Tanakpur Shahjahanpur Passenger,PASS-TRAINS
52231,Pilibhit Shahjahanpur Passenger,PASS-TRAINS
52232,Shahjahanpur Pilibhit Passenger,PASS-TRAINS
52233,Pilibhit Shahjahanpur Passenger,PASS-TRAINS
52234,Shahjahanpur Pilibhit Passenger,PASS-TRAINS
52235,Pilibhit Shahjahanpur Passenger,PASS-TRAINS
55324,RAMNAGAR - MORADABAD PASSENGER,PASS-TRAINS
52176,Sabalgarh Gwalior Fast Passenger,PASS-TRAINS
52180,Sirmuttra Dhaulpur Passenger,PASS-TRAINS
52184,Sirmuttra Dhaulpur Passenger,PASS-TRAINS
52236,Shahjahanpur Pilibhit Passenger,PASS-TRAINS
52237,PILIBHIT - AISHBAGH PASS,PASS-TRAINS
52239,TIKUNIA - AISHBAGH PASSENGER,PASS-TRAINS
52240,AISHBAGH - TIKUNIA PASSENGER,PASS-TRAINS
52241,Mailani Aishbagh Passenger,PASS-TRAINS
52242,Aishbagh Mailani Passenger,PASS-TRAINS
52243,PILIBHIT - AISHBAGH PASSENGER,PASS-TRAINS
52245,MAILANI  - AISHBAGH PASSENGER,PASS-TRAINS
52246,AISHBAGH - MAILANI PASSENGER,PASS-TRAINS
52247,Mailani Sitapur Passenger,PASS-TRAINS
52248,Sitapur Mailani Passenger,PASS-TRAINS
52249,Sitapur Aishbagh Passenger,PASS-TRAINS
52250,AISHBAGH - SITAPUR  PASSENGER,PASS-TRAINS
52251,SITAPUR - AISHBAGH PASSENGER,PASS-TRAINS
52252,Aishbagh Sitapur Passenger,PASS-TRAINS
52254,Mailani Gonda Passenger,PASS-TRAINS
52255,Gonda Bareilly Passenger,PASS-TRAINS
52257,Gonda Mailani Passenger,PASS-TRAINS
52258,Mailani Gonda Passenger,PASS-TRAINS
52259,Gonda Mailani Passenger,PASS-TRAINS
52260,Mailani Gonda Passenger,PASS-TRAINS
52261,Gonda Nepalganj Passenger,PASS-TRAINS
52262,Nepalganj Gonda Passenger,PASS-TRAINS
52263,Gonda Nepalganj Passenger,PASS-TRAINS
52264,Nepalganj Gonda Passenger,PASS-TRAINS
52265,Gonda Nepalganj Passenger,PASS-TRAINS
52266,Nepalganj Gonda Passenger,PASS-TRAINS
52267,Gonda Nepalganj Passenger,PASS-TRAINS
52268,Nepalganj Gonda Passenger,PASS-TRAINS
52269,Anand Nagar Gonda Fast Passenger,PASS-TRAINS
52270,Gonda Anandnagar Passenger,PASS-TRAINS
52271,Anand Nagar Gonda Passenger,PASS-TRAINS
52272,Gonda Anandnagar Passenger,PASS-TRAINS
52274,Gonda Anandnagar Passenger,PASS-TRAINS
52276,Gonda Anandnagar Passenger,PASS-TRAINS
52277,Palia Kalan Mailani Passenger,PASS-TRAINS
52278,Mailani Palia Kalan Passenger,PASS-TRAINS
52280,Chhapra-Thawe Passenger,PASS-TRAINS
52282,Chhapra Thawe Passenger,PASS-TRAINS
52283,Thawe Chhapra Passenger,PASS-TRAINS
52285,Thawe Chhapra Passenger,PASS-TRAINS
52286,Chhapra Thawe Passenger,PASS-TRAINS
52287,Thawe Chhapra Passenger,PASS-TRAINS
52288,Chhapra Thawe Passenger,PASS-TRAINS
54311,Bareilly Moradabad Passenger,PASS-TRAINS
52273,Anand Nagar Gonda Passenger,PASS-TRAINS
52275,Anand Nagar Gonda Passenger,PASS-TRAINS
52295,Bareilly Lal Kuan Passenger,PASS-TRAINS
52297,Pilibhit Shahjahanpur Passenger,PASS-TRAINS
52298,Shahjahanpur Pilibhit Passenger,PASS-TRAINS
52301,Balgona-Katwa Fast Local,EXP-TRAINS
52302,Katwa Balgona Local,EXP-TRAINS
52322,Saharsa-Forbesganj Passenger,PASS-TRAINS
52323,Forbesganj-Saharsa Passenger,PASS-TRAINS
52324,Saharsa-forbesganj Passenger,PASS-TRAINS
52325,Forbesganj-Saharsa Passenger,PASS-TRAINS
52326,Saharsa-Forbesganj Passenger,PASS-TRAINS
52327,Forbesganj-Saharsa Passenger,PASS-TRAINS
52328,Saharsa-Forbesganj Passenger,PASS-TRAINS
52329,Forbesganj-Saharsa Passenger,PASS-TRAINS
52330,Saharsa-Forbesganj Passenger,PASS-TRAINS
52468,BAIJNATHPAPROLA  - PATHANKOT PASSENGER,PASS-TRAINS
52471,Kangra Valley Rail Passenger,PASS-TRAINS
52467,Kangra Valley Rail Passenger,PASS-TRAINS
52470,Kangra Valley Rail Passenger,PASS-TRAINS
16311,BIKANER - KOCHUVELI Express,EXP-TRAINS
52472,JOGINDER NAGAR - PATHANKOT PASSENGER,PASS-TRAINS
52474,Kangra Valley Rail Passenger,PASS-TRAINS
52501,BhikhnaThori Narkatiaganj Passenger,PASS-TRAINS
52502,Narkatiaganj Bhikhna Thori Passenger,PASS-TRAINS
52503,BhikhnaThori Narkatiaganj Passenger,PASS-TRAINS
52504,Narkatiaganj Bhikhna Thori Passenger,PASS-TRAINS
52505,BhikhnaThori Narkatiaganj Passenger,PASS-TRAINS
52506,Narkatiaganj Bhikhna Thori Passenger,PASS-TRAINS
52507,Raxaul-Narkatiaganj Passenger,PASS-TRAINS
52508,Narkatiganj Raxaul Passenger,PASS-TRAINS
52509,Raxaul Narkatiaganj Passenger,PASS-TRAINS
52510,Narkatiaganj Raxaul Passenger,PASS-TRAINS
52511,Raxaul Narkatiaganj Passenger,PASS-TRAINS
52512,Narkatiaganj Raxaul Passenger,PASS-TRAINS
52515,Jhanjharpur Laukaha Bazar Passenger,PASS-TRAINS
52516,Laukaha Bazar Jhanjharpur Passenger,PASS-TRAINS
52518,Laukaha Bazar Sakri Passenger,PASS-TRAINS
52519,Sakri Laukaha Bazar Passenger,PASS-TRAINS
52520,Laukaha Bazar Sakri Passenger,PASS-TRAINS
52521,Sakri Laukaha Bazar Passenger,PASS-TRAINS
52522,Laukaha Bazar Sakri Passenger,PASS-TRAINS
52523,Sakri Nirmali Passenger,PASS-TRAINS
52524,Nirmali Sakri Pass,PASS-TRAINS
52525,Sakri Nirmali Pass,PASS-TRAINS
52526,Nirmali Sakri Passenger,PASS-TRAINS
52527,Sakri Nirmali Pass,PASS-TRAINS
52528,Nirmali Sakri Pass,PASS-TRAINS
52529,Sakri Nirmali Pass,PASS-TRAINS
52530,Nirmali Sakri Pass,PASS-TRAINS
52531,Sakri Nirmali Pass,PASS-TRAINS
52532,Nirmali Sakri Pass,PASS-TRAINS
52534,Bihariganj Banmankhi Passenger,PASS-TRAINS
52535,Banmankhi Bihariganj Passenger,PASS-TRAINS
52536,Bihariganj Purnia Passenger,PASS-TRAINS
52537,Purnia Bihariganj Passenger,PASS-TRAINS
52538,Bihariganj Purnia Passenger,PASS-TRAINS
52540,Darjeeling Kurseong Toy Train,EXP-TRAINS
52541,Kurseong Darjeeling Toy Train,EXP-TRAINS
52544,Darjeeling Kurseong Toy Train,EXP-TRAINS
52545,Kurseong Darjeeling Toy Train,EXP-TRAINS
52547,Darjeeling Joyride,EXP-TRAINS
52548,Darjeeling Himalayan Toy Train,EXP-TRAINS
52549,Darjeeling Himalayan Toy Train,EXP-TRAINS
52550,Darjeeling Joyride,EXP-TRAINS
52552,Murliganj-Purnia Passenger,PASS-TRAINS
52553,Purnia Murliganj Passenger,PASS-TRAINS
52566,JIRIBAM - SILCHAR MG Passenger,PASS-TRAINS
18005,HOWRAH - JAGDALPUR Samaleshwari Exp,EXP-TRAINS
52554,Muraliganj Purnia Passenger,PASS-TRAINS
52556,Budhma Banmankhi Passenger,PASS-TRAINS
52557,Banmankhi Budhma Passenger,PASS-TRAINS
52558,Budhma Banmankhi Passenger,PASS-TRAINS
52563,Agartala Silchar Passenger,PASS-TRAINS
52564,Silchar Agartala Passenger,PASS-TRAINS
52565,SILCHAR - JIRIBAM MG Passenger,PASS-TRAINS
52567,Badarpur Bhairabhi Passenger,PASS-TRAINS
52568,Bhairabhi Badarpur Passenger,PASS-TRAINS
52569,Karimganj Dullabcherra Passenger,PASS-TRAINS
52570,Dullabcherra Karimganj Passenger,PASS-TRAINS
52571,Karimganj Dullabcherra Passenger,PASS-TRAINS
52572,Dullabcherra Karimganj Passenger,PASS-TRAINS
52575,Agartala Dharmanagar Passenger,PASS-TRAINS
52576,Dharmanagar Agartala Passenger,PASS-TRAINS
52577,Dharmanagar Silchar Passenger,PASS-TRAINS
52578,Silchar Dharmanagar Passenger,PASS-TRAINS
52579,Agartala Dharmanagar Passenger,PASS-TRAINS
52580,Dharmanagar Agartala Passenger,PASS-TRAINS
52901,Mahesana Ahmedabad Passenger,PASS-TRAINS
52903,Mahesana Ahmedabad Passenger,PASS-TRAINS
52904,Ahmedabad Mahesana Passenger,PASS-TRAINS
52906,Ahmedabad Mahesana Passenger,PASS-TRAINS
52907,Mahesana Ahmedabad Passenger,PASS-TRAINS
52908,Ahmedabad Mahesana Passenger,PASS-TRAINS
52909,Mahesana Ahmedabad Passenger,PASS-TRAINS
52910,Ahmedabad Mahesana Fast Passenger,PASS-TRAINS
52911,Ranuj Ahmedabad Fast Passenger,PASS-TRAINS
52912,Ahmedabad Ranuj Fast Passenger,PASS-TRAINS
52913,Patan Ahmedabad Passenger,PASS-TRAINS
52914,Ahmedabad Ranuj Passenger,PASS-TRAINS
52915,Nandol Dehegam Ahmedabad Passenger,PASS-TRAINS
52916,Ahmedabad Nandol Dehegam Passenger,PASS-TRAINS
52917,Nandol Dehegam Ahmedabad Passenger,PASS-TRAINS
52918,Ahmedabad Nandol Dehegam Passenger,PASS-TRAINS
52919,Himmatnagar Ahmedabad Passenger,PASS-TRAINS
52920,Ahmedabad Himmatnagar Passenger,PASS-TRAINS
52921,Himmatnagar Ahmedabad Passenger,PASS-TRAINS
52922,Ahmedabad Himmatnagar Pass,PASS-TRAINS
52923,Khed Brahma Ahmedabad Passenger,PASS-TRAINS
52924,Ahmedabad Khed Brahma Passenger,PASS-TRAINS
52926,Ahmedabad Khed Brahma Passenger,PASS-TRAINS
52927,Udaipur Ahmedabad Fast Passenger,PASS-TRAINS
52928,Mewar Fast Passenger,PASS-TRAINS
52929,Veraval Dhasa Passenger,PASS-TRAINS
52930,Dhasa Veraval Passenger,PASS-TRAINS
22464,Rajasthan Sampark Kranti Express,EXP-TRAINS
52931,Jetalsar Dhasa Passenger,PASS-TRAINS
52932,Dhasa Jetalsar Passenger,PASS-TRAINS
52933,Veraval Dhasa Passenger,PASS-TRAINS
52935,Ahmedabad Botad Passenger,PASS-TRAINS
52937,Fatehabad Chowk Ujjain Passenger,PASS-TRAINS
52938,Botad Ahmedabad Passenger,PASS-TRAINS
52939,Gandhigram Botad Passenger,PASS-TRAINS
52942,SBI-BTD - GANDHIGRAM PASSENGER,PASS-TRAINS
52943,Ahmedabad Botad Passenger,PASS-TRAINS
52945,Ahmedabad Botad Passenger,PASS-TRAINS
52946,Dhasa Veraval Passenger,PASS-TRAINS
52947,Wansjaliya Dhassa Passenger,PASS-TRAINS
52948,Dhasa Wansjaliya Passenger,PASS-TRAINS
52949,Veraval Delvada Passenger,PASS-TRAINS
52950,Delvada Veraval Passenger,PASS-TRAINS
52951,Delvada Junagadh Passenger,PASS-TRAINS
52952,Junagadh Delvada Passenger,PASS-TRAINS
52953,Kodinar Veraval Passenger,PASS-TRAINS
52954,Veraval Kodinar Passenger,PASS-TRAINS
52955,Khijadiya Junagarh Pass,PASS-TRAINS
52956,JUNAGADH KHIJADIYA PASS,PASS-TRAINS
52957,Ratlam Mhow Fast Passenger,PASS-TRAINS
52958,Mhow Ratlam Fast Passenger,PASS-TRAINS
52959,Ratlam Mhow Fast Passenger,PASS-TRAINS
52960,Mhow Ratlam Fast Passenger,PASS-TRAINS
52961,Ratlam Mhow Fast Passenger,PASS-TRAINS
52962,Mhow Ratlam Fast Passenger,PASS-TRAINS
52963,Ratlam Mhow Fast Passenger,PASS-TRAINS
52964,Mhow Ratlam Fast Passenger,PASS-TRAINS
52965,Ratlam Mhow Fast Passenger,PASS-TRAINS
52966,Mhow Ratlam Passenger,PASS-TRAINS
52967,Indore Mhow Fast Passenger,PASS-TRAINS
52968,Mhow Indore Fast Passenger,PASS-TRAINS
52969,Ujjain Fatehabad Passenger,PASS-TRAINS
52970,Fatehabad Chowk Ujjain Passenger,PASS-TRAINS
52971,Ujjain Mhow Passenger,PASS-TRAINS
52972,Mhow Ujjain Passenger,PASS-TRAINS
52973,Ratlam Akola Passenger,PASS-TRAINS
52975,Ratlam Akola Passenger,PASS-TRAINS
52976,Akola Ratlam Fast Pass,PASS-TRAINS
52977,Indore Mhow Fast Passenger,PASS-TRAINS
52978,Mhow-Indore Passenger,PASS-TRAINS
52979,Indore Mhow Passenger,PASS-TRAINS
52980,MHOW - INDM Passenger,PASS-TRAINS
52981,Indore Mhow Fast Passenger,PASS-TRAINS
52982,Mhow Indore MG Fast Passenger,PASS-TRAINS
52983,Fatehabad Mhow Passenger,PASS-TRAINS
14202,Rai Bareli Jaunpur Express,EXP-TRAINS
15632-Slip,Guwahati Barmer Express Slip,EXP-TRAINS
18508,AMRITSAR - VISAKHAPATNAM Hirakud Exp,EXP-TRAINS
25631,Bikaner Guwahati Express,EXP-TRAINS
52984,Mhow Fatehabad Fast Passenger,PASS-TRAINS
52985,Indore Mg Mhow Passenger,PASS-TRAINS
52986,Mhow Indore MG Pass,PASS-TRAINS
52987,Mhow Akola Fast Passenger,PASS-TRAINS
52988,Akola Mhow Fast Passenger,PASS-TRAINS
52989,Ujjain Mhow Passenger,PASS-TRAINS
52990,Mhow Ujjain Passenger,PASS-TRAINS
52991,Ujjain Khandwa Passenger,PASS-TRAINS
52992,Khandwa Ujjain Passenger Express,PASS-TRAINS
52993,Mhow Akola Passenger,PASS-TRAINS
52994,Akola Mhow Passenger,PASS-TRAINS
53001,Howrah Azimganj Passenger,PASS-TRAINS
53002,Azimganj Howrah Passenger,PASS-TRAINS
53003,Howrah Malda Town Fast Passenger,PASS-TRAINS
53004,Malda Howrah Fast Passenger,PASS-TRAINS
53006,Azimganj Katwa Passenger,PASS-TRAINS
53007,Katwa Rampurhat Passenger,PASS-TRAINS
53008,Rampurhat Katwa Passenger,PASS-TRAINS
53010,Azimganj Katwa Passenger,PASS-TRAINS
53012,Azimganj Katwa Passenger,PASS-TRAINS
53014,Azimganj Katwa Passenger,PASS-TRAINS
53016,Azimganj Katwa Passenger,PASS-TRAINS
53017,Katwa Azimganj Passenger,PASS-TRAINS
53018,Azimganj Katwa Passenger,PASS-TRAINS
53022,Bhagalpur Azimganj Passenger,PASS-TRAINS
53035,Azimganj Barharwa Passenger,PASS-TRAINS
53043,Howrah-Rajgir Fast Passenger,PASS-TRAINS
53044,Rajgir-Howrah Fast Passenger,PASS-TRAINS
53045,Mayurakshi Fast Passenger,PASS-TRAINS
53046,Mayurakshi Fast Passenger,PASS-TRAINS
53047,Viswabharati Fast Passenger,PASS-TRAINS
53048,Viswabharati Fast Passenger,PASS-TRAINS
53050,Mokameh Howrah Passenger,PASS-TRAINS
53061,Barddhaman-Hatia Passenger,PASS-TRAINS
53062,Hatia Barddhaman Passenger,PASS-TRAINS
53064,Barharwa Barddhaman Passenger,PASS-TRAINS
53065,Barddhaman Rampurhat Passenger,PASS-TRAINS
53066,Rampurhat Barddhaman Passenger,PASS-TRAINS
53067,Barddhaman Rampurhat Passenger,PASS-TRAINS
53208,Buxar Islampur Passenger,PASS-TRAINS
53213,Buxar Mughal Sarai Passenger,PASS-TRAINS
53215,Buxar Mughal Sarai Passenger,PASS-TRAINS
53217,Buxar Mughal Sarai Passenger,PASS-TRAINS
18047,HOWRAH - VASCO DA GAMA Amravati Exp,EXP-TRAINS
51196,Ballarshah Wardha Mumbai Passenger,PASS-TRAINS
53068,Rampurhat Barddhaman Passenger,PASS-TRAINS
53070,Rampurhat Barddhaman Passenger,PASS-TRAINS
53073,Rampurhat Sahibganj Passenger,PASS-TRAINS
53074,Sahibganj Rampurhat Passenger,PASS-TRAINS
53132,Muzaffarpur Sealdah Passenger,PASS-TRAINS
53135,Sealdah Rampurhat Passenger,PASS-TRAINS
53136,Rampurhat Sealdah Passenger,PASS-TRAINS
53137,Rampurhat- Barharwa Passenger,PASS-TRAINS
53139,KolkataChitpur-Chittaranjan Passenger,PASS-TRAINS
53140,Chittranjan-KolkataChitpur Passenger,PASS-TRAINS
53152,Lalgola Ranaghat Passenger,PASS-TRAINS
53153,Ranaghat Lalgola Passenger,PASS-TRAINS
53154,Lalgola Ranaghat Passenger,PASS-TRAINS
53155,Ranaghat Lalgola Passenger,PASS-TRAINS
53156,LGL Ranaghat Passenger,PASS-TRAINS
53172,Lalgola Sealdah Passenger,PASS-TRAINS
53173,Sealdah Lalgola Passenger,PASS-TRAINS
53174,Lalgola Sealdah Passenger,PASS-TRAINS
53175,Sealdah Lalgola Passenger,PASS-TRAINS
53177,Sealdah Lalgola Fast Passenger,PASS-TRAINS
53178,Lalgola Sealdah Fast Passenger,PASS-TRAINS
53179,Kolkata Lalgola Passenger,PASS-TRAINS
53180,Lalgola Kolkata Passenger,PASS-TRAINS
53181,Lalgola Passenger,PASS-TRAINS
53203,Patna Buxar Passenger,PASS-TRAINS
53204,Buxar Patna Passenger,PASS-TRAINS
53205,Patna Buxar Passenger,PASS-TRAINS
53206,Buxar Patna Passenger,PASS-TRAINS
53207,Islampur Buxar Passenger,PASS-TRAINS
53214,Mughal Sarai Buxar Passenger,PASS-TRAINS
53216,Mughal Sarai Buxar Passenger,PASS-TRAINS
53218,Mughal Sarai Buxar Passenger,PASS-TRAINS
53219,Buxar Mughal Sarai Passenger,PASS-TRAINS
53227,Darbhanga-Patna Kamala Ganga Fast Passenger,PASS-TRAINS
53228,Kamla Ganga Fast Passenger,PASS-TRAINS
53229,Rajgir Danapur Passenger,PASS-TRAINS
53230,Danapur Rajgir Passenger,PASS-TRAINS
53231,Danapur Rajgir Passenger,PASS-TRAINS
53232,Rajgir Danapur Passenger,PASS-TRAINS
53321,ASANSOL DHANBAD PASS,PASS-TRAINS
53322,Dhanbad-Asansol Passenger MEMU,PASS-TRAINS
53343,NSCB GOMOH - CHOPAN Passenger,PASS-TRAINS
53344,CHOPAN - NSCB GOMOH Passenger,PASS-TRAINS
53345,CHOPAN - ALLAHABAD Passenger,PASS-TRAINS
53346,ALLAHABAD - CHOPAN Passenger,PASS-TRAINS
13071,Jamalpur Express,EXP-TRAINS
18235,Bilaspur Express Cum Passenger,PASS-TRAINS
18409,Sri Jagannath Express,EXP-TRAINS
18645,East Coast Express,EXP-TRAINS
19306,Shipra Express,EXP-TRAINS
22308,Bikaner-Howrah SF Express,SF-TRAINS
23040,Rajgir Howrah Passenger,PASS-TRAINS
37355,Howrah-Tarakeswar Local,EXP-TRAINS
38442,Panskura Howrah EMU,PASS-TRAINS
43891,Avadi Pattabiram East EMU,PASS-TRAINS
51816,Agra Jhansi Passenger,PASS-TRAINS
53049,Howrah Mokameh Passenger,PASS-TRAINS
53323,SINDRI TOWN DHANBAD PASSSENGE,PASS-TRAINS
53324,Dhanbad Sindri Town Passenger,PASS-TRAINS
53325,Sindri Town Dhanbad Passenger,PASS-TRAINS
53326,Dhanbad Sindri Town Passenger,PASS-TRAINS
53327,Sindri Town Gomoh Passenger,PASS-TRAINS
53328,Gomoh Sindri Town Passenger,PASS-TRAINS
53333,Sindri Town Dhanbad Passenger,PASS-TRAINS
53334,DHANBAD SINDRI TOWN PASSENGER,PASS-TRAINS
53336,Ranchi Dhanbad Passenger,PASS-TRAINS
53337,Garhbeta Ranchi Passenger,PASS-TRAINS
53338,Ranchi Garhbeta Passenger,PASS-TRAINS
53339,Dhanbad Chandrapura Passenger,PASS-TRAINS
53340,Chandrapura Dhanbad Passenger,PASS-TRAINS
53341,Dhanbad-Muri Passenger,PASS-TRAINS
53342,Muri-Dhanbad Passenger,PASS-TRAINS
53347,Gomoh Barwadih Passenger,PASS-TRAINS
53348,Barwadih Gomoh Passenger,PASS-TRAINS
53350,Dehri on Sone Barwadih Passenger,PASS-TRAINS
53351,Barwadih-Chunar Passenger,PASS-TRAINS
53352,Chunar Chopan Passenger,PASS-TRAINS
53358,Dehari On Sone - Barkakana Passenger,PASS-TRAINS
53359,Gomoh Barka Kana Passenger,PASS-TRAINS
53360,Barkakana-NSBC Gomoh Passenger,PASS-TRAINS
53361,Barka Kana Varanasi Passenger,PASS-TRAINS
53362,Varanasi-Barkakana Passenger,PASS-TRAINS
53364,Dehri On Sone Gaya Passenger,PASS-TRAINS
53401,Sahibganj- Malda Town Passenger,PASS-TRAINS
53402,Malda Town- Sahibganj Passenger,PASS-TRAINS
53403,Rampurhat Gaya Passenger,PASS-TRAINS
53406,Sahibganj- Rampurhat Passenger,PASS-TRAINS
53412,Sahibganj Barharwa Passenger,PASS-TRAINS
53417,Barddhaman MaldaTown Passenger,PASS-TRAINS
53418,Malda Town Barddhaman Passenger,PASS-TRAINS
53551,Jasidih-Dumka Passenger,PASS-TRAINS
53553,Jasidih-Dumka Passenger,PASS-TRAINS
53567,asansol jhajha mEMU,PASS-TRAINS
11055,MUMBAI LTT - GORAKHPUR Exp,EXP-TRAINS
11107,Gwalior-Varanasi Bundelkhand Express,EXP-TRAINS
15270,AHMEDABAD - MUZAFFARPUR Jan Sadharan Exp,EXP-TRAINS
16519,JOLARPETTAI - BANGALORE Exp,EXP-TRAINS
32252,Dankuni Sealdah Local,EXP-TRAINS
51253,Amla Chhindwara Passenger,PASS-TRAINS
51882,Agra Gwalior Fast Passenger,PASS-TRAINS
52173,Gwalior Sabalgarh Passenger,PASS-TRAINS
53442,Bhagalpur Mandar Hill Passenger,PASS-TRAINS
53481,Tinpahar Rajmahal Pass,PASS-TRAINS
53482,Rajmahal Tinpahar Passenger,PASS-TRAINS
53483,Tinpahar Rajmahal Pass,PASS-TRAINS
53484,Rajmahal Tinpahar Passenger,PASS-TRAINS
53485,Tinpahar Rajmahal Pass,PASS-TRAINS
53487,Tinpahar Rajmahal Pass,PASS-TRAINS
53490,Rajmahal Tinpahar Passenger,PASS-TRAINS
53491,Tinpahar Rajmahal Pass,PASS-TRAINS
53492,Rajmahal Tinpahar Passenger,PASS-TRAINS
53493,Tinpahar Rajmahal Pass,PASS-TRAINS
53494,Rajmahal-Teenpahar Pass.,PASS-TRAINS
53511,Madhupur Giridih Pass,PASS-TRAINS
53512,GIRIDIH MADHUPUR PASS,PASS-TRAINS
53513,MADHUPUR GIRIDIH PASS,PASS-TRAINS
53514,Giridih-Madhupur Passenger,PASS-TRAINS
53517,MADHUPUR GIRIDIH PASS,PASS-TRAINS
53518,GIRIDIH MADHUPUR PASS,PASS-TRAINS
53519,MADHUPUR GIRIDIH PASS,PASS-TRAINS
53520,Giridih-Madhupur Passenger,PASS-TRAINS
53547,Andal-Jasidih Passenger,PASS-TRAINS
53548,Jasidih Andal Passenger,PASS-TRAINS
53552,Dumka-Jasidih Passenger,PASS-TRAINS
53554,Dumka-Jasidih Passenger,PASS-TRAINS
53602,Dehri On Sone Gaya Passenger,PASS-TRAINS
53603,Gaya Dehri On Sone Passenger,PASS-TRAINS
53604,Dehri-on-Sone Gaya Passenger,PASS-TRAINS
53607,Gaya Dehri on Sone Passenger,PASS-TRAINS
53641,Dildarnagar Mughal Sarai Passenger,PASS-TRAINS
53643,Dildarnagar Tarighat Passenger,PASS-TRAINS
53644,Tarighat Dildarnagar Passenger,PASS-TRAINS
53645,Dildarnagar Tarighat Passenger,PASS-TRAINS
53646,Tarighat Dildarnagar Passenger,PASS-TRAINS
53647,Dildarnagar Tarighat Passenger,PASS-TRAINS
54001,Tilak Bridge Rohtak Shuttle,EXP-TRAINS
54002,Rohtak Tilak Bridge Passenger,PASS-TRAINS
54011,Rewari Passenger,PASS-TRAINS
54012,Rewari Tilak Bridge Passenger,PASS-TRAINS
54022,Tilak Bridge Delhi Bulandshahr Passenger,PASS-TRAINS
57517,Hyderabad-Tandur Passenger,PASS-TRAINS
19916,Ahmedabad Mahesana InterCity,EXP-TRAINS
53036,Barharwa Azimganj Passenger,PASS-TRAINS
53609,Dehri on Sone Mughal Sarai Passenger,PASS-TRAINS
53611,Barwadih Dehri on Sone Passenger,PASS-TRAINS
53612,Dehri on Sone Barwadih Passenger,PASS-TRAINS
53614,Mughal Sarai Gaya Fast Passenger,PASS-TRAINS
53616,GAYA JAMALPUR PASS,PASS-TRAINS
53623,JHAJHA - GAYA Passenger,PASS-TRAINS
53624,GAYA - JHAJHA Passenger,PASS-TRAINS
53625,Kiul Gaya Passenger,PASS-TRAINS
53626,Gaya Kiul Passenger,PASS-TRAINS
53627,Kiul Gaya Passenger,PASS-TRAINS
53628,Gaya Kiul Passenger,PASS-TRAINS
53629,Kiul Gaya Passenger,PASS-TRAINS
53630,Gaya Kiul Passenger,PASS-TRAINS
53631,Kiul Gaya Passenger,PASS-TRAINS
53632,Gaya Kiul Passenger,PASS-TRAINS
53642,Mughal Sarai Dildarnagar Passenger,PASS-TRAINS
53648,Tarighat Dildarnagar Passenger,PASS-TRAINS
53653,Patna Gaya Passenger,PASS-TRAINS
53654,Gaya Patna Passenger MEMU,PASS-TRAINS
53659,Patna-Sasaram Passenger,PASS-TRAINS
54003,H Nizamuddin Kosi Kalan,EXP-TRAINS
54004,H Nizamuddin Kosi Kalan,EXP-TRAINS
54006,JIND - ROHTAK  Passenger (UnReserved),PASS-TRAINS
54007,ROHTAK - PANIPAT - JIND Passenger (UnReserved),PASS-TRAINS
54008,JIND - ROHTAK PASSENGER,PASS-TRAINS
54009,JIND - ROHTAK PASSENGER,PASS-TRAINS
54013,Rohtak Bhiwani Passenger,PASS-TRAINS
54014,Bhiwani Rohtak Passenger,PASS-TRAINS
54015,Rohtak Bhiwani Passenger,PASS-TRAINS
54016,Bhiwani Rohtak Passenger,PASS-TRAINS
54018,Bhiwani Rohtak Passenger,PASS-TRAINS
54021,Tilak Bridge Passenger,PASS-TRAINS
54023,Rohtak Jind Passenger,PASS-TRAINS
54024,Jind Delhi Passenger,PASS-TRAINS
54043,Jind Sirsa Passenger,PASS-TRAINS
54044,Sirsa Jind Passenger,PASS-TRAINS
54045,Jind Firozpur Passenger,PASS-TRAINS
54046,Jind Firozpur Passenger,PASS-TRAINS
54051,Ludhiana Firozpur Passenger,PASS-TRAINS
54052,Ludhiana Firozpur Passenger,PASS-TRAINS
54053,Jakhal Ludhiana Passenger,PASS-TRAINS
54054,Ludhiana Jakhal Passenger,PASS-TRAINS
54077,Bareilly Delhi Passenger,PASS-TRAINS
54078,Shajahanpur Passenger Slip Ex Bareilly,PASS-TRAINS
54091,Najibabad Kotdwara Pass,PASS-TRAINS
54104,Mughal Sarai Allahabad Passenger,PASS-TRAINS
54031,DELHI - JIND PASSENGER,PASS-TRAINS
54032,JIND - DELHI PASSENGER,PASS-TRAINS
54033,OLD DELHI - NARWANA Pass,PASS-TRAINS
54034,JIND - DELHI Pass,PASS-TRAINS
54035,DELHI  - JAKHAL PASSENGER,PASS-TRAINS
54036,JAKHAL - DELHI PASSENGER,PASS-TRAINS
54037,Kurukshetra Jind Passenger,PASS-TRAINS
54038,Jind Kurukshetra Passenger,PASS-TRAINS
54039,Kurukshetra Jind Passenger,PASS-TRAINS
54040,Jind Kurukshetra Passenger,PASS-TRAINS
54041,Kurukshetra Jind Passenger,PASS-TRAINS
54042,Jind Kurukshetra Passenger,PASS-TRAINS
54047,Jind Kurukshetra Passenger,PASS-TRAINS
54048,Jind Nrw Kurukshetra Passenger,PASS-TRAINS
54049,ROHTAK - JIND PASSENGER,PASS-TRAINS
54050,ROHTAK - JIND PASSENGER,PASS-TRAINS
54055,Moradabad Delhi Passenger,PASS-TRAINS
54057,Delhi Shamli Passenger,PASS-TRAINS
54058,Shamli Delhi Passenger,PASS-TRAINS
54059,Delhi Shamli Passenger,PASS-TRAINS
54060,Shamli Delhi Passenger,PASS-TRAINS
